93	1050362	666	500000	403
1268	994792	2871	500000	1746
2796	994481	4281	500000	2693
4484	998038	5251	500000	3336
6090	981269	6098	500000	3821
7549	947510	7044	500000	4470
0	1008703	7683	500000	4862
0	1049311	8136	500000	5280
0	1027741	8735	500000	5725
0	1025047	9230	500000	5987
0	1080496	9854	500000	6319
