21920 8
0.129802 -0.001 0.0290687 -0.001 -0.001 0.263008 0.129594 -0.001 0.131802 0.001 0.0310687 0.001 0.001 0.265008 0.131594 0.001 
0.015133 -0.001 0.0161821 -0.001 -0.001 0.0278066 0.0246787 -0.001 0.017133 0.001 0.0181821 0.001 0.001 0.0298066 0.0266787 0.001 
-0.001 -0.001 -0.001 -0.001 -0.001 -0.000683444 -0.001 -0.001 0.001 0.001 0.001 0.001 0.001 0.00131656 0.001 0.001 
0.0332517 -0.001 0.0127457 -0.001 -0.001 0.0822542 0.0496236 -0.001 0.0352517 0.001 0.0147457 0.001 0.001 0.0842542 0.0516236 0.001 
0.0722192 -0.001 0.0453918 -0.001 -0.001 0.137651 0.0569604 -0.001 0.0742192 0.001 0.0473918 0.001 0.001 0.139651 0.0589604 0.001 
0.155615 -0.001 0.0453918 -0.001 -0.001 0.269972 0.113453 -0.001 0.157615 0.001 0.0473918 0.001 0.001 0.271972 0.115453 0.001 
0.00222661 -0.001 -0.000140893 -0.001 -0.001 0.00596423 0.0019347 -0.001 0.00422661 0.001 0.00185911 0.001 0.001 0.00796423 0.0039347 0.001 
0.0091762 -0.001 0.0118866 -0.001 -0.001 0.0328715 0.00633676 -0.001 0.0111762 0.001 0.0138866 0.001 0.001 0.0348715 0.00833676 0.001 
0.0258057 -0.001 0.0110275 -0.001 -0.001 0.0714913 0.0210103 -0.001 0.0278057 0.001 0.0130275 0.001 0.001 0.0734913 0.0230103 0.001 
0.0392085 -0.001 0.0247732 -0.001 -0.001 0.112327 0.0312817 -0.001 0.0412085 0.001 0.0267732 0.001 0.001 0.114327 0.0332817 0.001 
0.175967 -0.001 0.0307869 -0.001 -0.001 0.320621 0.187555 -0.001 0.177967 0.001 0.0327869 0.001 0.001 0.322621 0.189555 0.001 
0.0004892 -0.001 -0.001 -0.001 -0.001 0.00058278 0.0019347 -0.001 0.0024892 0.001 0.001 0.001 0.001 0.00258278 0.0039347 0.001 
0.13973 -0.001 0.0505464 -0.001 -0.001 0.274404 0.140599 -0.001 0.14173 0.001 0.0525464 0.001 0.001 0.276404 0.142599 0.001 
0.00743882 -0.001 -0.000140893 -0.001 -0.001 0.0145112 0.00413573 -0.001 0.00943882 0.001 0.00185911 0.001 0.001 0.0165112 0.00613573 0.001 
0.0645249 -0.001 0.0325052 -0.001 -0.001 0.120241 0.0848401 -0.001 0.0665249 0.001 0.0345052 0.001 0.001 0.122241 0.0868401 0.001 
-0.001 -0.001 -0.001 -0.001 -0.001 -5.0332e-05 -0.001 -0.001 0.001 0.001 0.001 0.001 0.001 0.00194967 0.001 0.001 
0.111435 -0.001 0.0290687 -0.001 -0.001 0.183552 0.116388 -0.001 0.113435 0.001 0.0310687 0.001 0.001 0.185552 0.118388 0.001 
0.0511221 -0.001 0.0256323 -0.001 -0.001 0.111694 0.0518247 -0.001 0.0531221 0.001 0.0276323 0.001 0.001 0.113694 0.0538247 0.001 
0.00321941 -0.001 0.00243643 -0.001 -0.001 0.00818012 0.00780411 -0.001 0.00521941 0.001 0.00443643 0.001 0.001 0.0101801 0.00980411 0.001 
0.208729 -0.001 0.17254 -0.001 -0.001 0.347845 0.20663 -0.001 0.210729 0.001 0.17454 0.001 0.001 0.349845 0.20863 0.001 
0.0625393 -0.001 0.0136048 -0.001 -0.001 0.117075 0.0664982 -0.001 0.0645393 0.001 0.0156048 0.001 0.001 0.119075 0.0684982 0.001 
0.155366 -0.001 0.0496873 -0.001 -0.001 0.26649 0.115654 -0.001 0.157366 0.001 0.0516873 0.001 0.001 0.26849 0.117654 0.001 
0.0580717 -0.001 0.0179003 -0.001 -0.001 0.111694 0.0657645 -0.001 0.0600717 0.001 0.0199003 0.001 0.001 0.113694 0.0677645 0.001 
0.0553415 -0.001 0.0333643 -0.001 -0.001 0.119291 0.0606288 -0.001 0.0573415 0.001 0.0353643 0.001 0.001 0.121291 0.0626288 0.001 
