2167	1034069	650	500000	306
6656	993784	2951	500000	1757
9981	1011892	4253	500000	2722
10954	998627	5412	500000	3275
11910	1005220	6306	500000	3768
13845	950391	6982	500000	4378
0	978022	7451	500000	4885
0	938593	8444	500000	5269
0	1033615	8888	500000	5659
0	1008672	9307	500000	5991
0	1014883	9789	500000	6221
