2817209	982360	681	500000	390
2939454	1002544	2895	500000	1757
0	957424	4300	500000	2658
0	1018758	5451	500000	3419
0	999875	6270	500000	3900
0	998407	7018	500000	4422
0	1041916	7617	500000	4739
0	976939	8124	500000	5251
0	1092422	8770	500000	5665
0	988914	9387	500000	6020
0	1058882	9784	500000	6216
