540	1031521	648	500000	306
2977	1020824	2912	500000	1765
4582	1043984	4238	500000	2699
6257	958781	5245	500000	3370
7924	1079065	6149	500000	3868
9661	977170	6950	500000	4443
0	1040210	7642	500000	4895
0	1008444	8268	500000	5222
0	984538	8698	500000	5622
0	994372	9268	500000	6083
0	999443	9892	500000	6312
